name,phone,website,address,rating,reviews,city,category,email
Магазин - Галерия Артикос,0888105253,http://www.artikos.bg/,", София център, ул. „Неофит Рилски“ 36, 1000 София",,,Пловдив,магазин цигари,
Shop-a,0895422703,,", Каменица 2Източен, бул. „Санкт Петербург“, 4017 Пловдив",,,Пловдив,магазин цигари,
CORNER NON- STOP,,,", ж.к. Христо Ботев - ЮгЮжен, ул. „Македония“ 95, 4004 Пловдив",,,Пловдив,магазин цигари,
МИКАНДИ,,,", Kamenitsa 1Plovdiv CenterРайон Централен, ул. „Богомил“ 78, 4000 Пловдив",,,Пловдив,магазин цигари,
НОН СТОП ДАРИТА 2,0877505113,,", СъдийскиРайон Централен, бул. „Христо Ботев“ 128, 4000 Пловдив",,,Пловдив,магазин цигари,
Drink&Smoke 7,0877111105,https://www.facebook.com/DrinkSmokeshops,", Тракия, ул. „Поручик Боян Ботев“ 22, 4023 Пловдив",,,Пловдив,магазин цигари,
Ремедиум 10,,http://remedium.bg/,", Гео Милев, ул. „Борис Христов“ 2, 1111 София",,,Пловдив,магазин цигари,
point24/7,0899444441,,", Каменица 1Район Централен, ул. „Богомил“ №50, 4000 Пловдив",,,Пловдив,магазин цигари,
Кварталното магазинче | Магазин за хранителни стоки център | Квартално магазинче в центъра | Мини маркет в центъра,,,", Pette Kyosheta, ул. „Шандор Петьофи“ 23, 1606 София",,,Пловдив,магазин цигари,
ВаяН Комерс,0897823430,,", ж.к. Христо Ботев - СеверЮжен, ул. „Лазо Войвода“, 4030 Пловдив",,,Пловдив,магазин цигари,
Денонощен Магазин,0898784429,https://www.facebook.com/%D0%93%D0%BB%D0%B0%D0%B4%D1%81%D1%82%D0%BE%D0%BD-60-%D0%9D%D0%BE%D0%BD-%D0%A1%D1%82%D0%BE%D0%BF-1682964341915117/?ref=page_internal,", ЦентърРайон Централен, улица „Уилям Гладстон 60, 4000 Пловдив",,,Пловдив,магазин цигари,
Кореком Premium,0884444110,,", ЦентърРайон Централен, бул. „6-ти Септември“ 230А, 4000 Пловдив",,,Пловдив,магазин цигари,
Orange Vape,0876444704,,", Студентски Комплекс, ул. „Йордан Йосифов“ 4, 1000 София",,,Пловдив,магазин цигари,
IQOS Бутик Пловдив,080040004,https://bg.iqos.com/bg,", ЦентърРайон Централен, ул. „Княз Александър I-ви“ 39, 4000 Пловдив",,,Пловдив,магазин цигари,
КАФЕ-АЛКОХОЛ-ЦИГАРИ-ФРЕШ,,,", Каменица 2Източен, бул. „Княгиня Мария Луиза“ 68, 4000 Пловдив",,,Пловдив,магазин цигари,
PREMIUM CIGARS & TOBACCO NOVOTEL PLOVDIV,0887600715,http://www.kalimancaribe.com/bg/,", КършиякаСеверен, ул. „Златю Бояджиев“ 2, 4003 Пловдив",,,Пловдив,магазин цигари,
Best Cigars,0879641211,https://bestcigars.bg/,", АкадемикРайон Централен, бул. „Асеновградско шосе“ 2, 4004 Пловдив",,,Пловдив,магазин цигари,
Resto Market - IQOS Partner,0897815111,https://www.restomarket.bg/,", ФилиповоСеверен, ФилиповоСеверен, бул. „България“ 146А, 4003 Пловдив",,,Пловдив,магазин цигари,
Бойлери Светлю Шишков,029446586,https://shishkov.bg/,", София център, бул. „Княз Александър Дондуков"" 135, 1527 София",,,Пловдив,магазин цигари,
Магазин Кристал 1,,,", Каменица 1Район Централен, бул. „Христо Ботев“ 105А, 4000 Пловдив",,,Пловдив,магазин цигари,
Магазин STOP & SHOP Тракия,,,", кв. Оборище - А8Тракия, ул. „Григор Божков“ 6, 4000 Пловдив",,,Пловдив,магазин цигари,
Кореком,,,", ЦентърРайон Централен, бул. „6-ти Септември“ 54, 4002 Пловдив",,,Пловдив,магазин цигари,
DRINK&SMOKE non stop shop,0877111105,https://www.facebook.com/pages/DRINK-SMOKE-non-stop-shop/394383940624051?ref=bookmarks,", КършиякаСеверен, ул. „Васил Левски“ 10, 4003 Пловдив",,,Пловдив,магазин цигари,
"""Стронг"" - магазин за алкохол, цигари и захарни изделия",0887620333,,", 4023, ул. „Съединение“ 13a, 4023 Пловдив",,,Пловдив,магазин цигари,
Капанчето,,https://www.facebook.com/KAPANCHETOkyichuka,", ж.к. Христо Ботев - ЮгЮжен, бул. „Никола Вапцаров“ 91A, 4004 Пловдив",,,Пловдив,магазин цигари,
GigaDrinks.com,0899189149,http://www.gigadrinks.com/,", Търговски център ""Тракия"" - малката търговия, склад 36, улица „Брезовско шосе“ 147, 4003 Пловдив",,,Пловдив,магазин цигари,
Grand Hookah Kapana & Nargile Shop Plovdiv,,,", КапанаРайон Централен, ул. „Железарска“ 11, 4000 Пловдив",,,Пловдив,магазин цигари,
ORANGE Vape Shop,0886494288,https://www.elektronnicigari.bg/,", Каменица 1Район Централен, улица „Капитан Райчо“ 25, 4000 Пловдив",,,Пловдив,магазин цигари,
Мегавойс ЕООД,0878389000,http://megavoice.bg/,", Орландовци, ул. „Клокотница“ 4, 1202 София",,,Пловдив,магазин цигари,
Магазин Non-Stop Чани,,,", ж.к. ЮженЮжен, бул. „Александър Стамболийски“ 33, 4004 Пловдив",,,Пловдив,магазин цигари,
"Кафе, алкохол и цигари",,,", ж.к. Христо Ботев - ЮгЮжен, ул. „Павел Калпакчиев“ 41, 4004 Пловдив",,,Пловдив,магазин цигари,
SHOP & GO,0893009025,,", ж.к. Младежки хълмРайон Централен, бул. „Свобода“ 1А, 4002 Пловдив",,,Пловдив,магазин цигари,
Smoke Plus,0876664345,http://smokeplus.bg/,", КапанаРайон Централен, ул. „Константин Стоилов“ 13, 4000 Пловдив",,,Пловдив,магазин цигари,
Esmoker.BG,0888682222,https://esmoker.bg/,", СъдийскиРайон Централен, бул. „Христо Ботев“ 114, 4000 Пловдив",,,Пловдив,магазин цигари,
Поинт 24/7,0898455572,,", ж.к. Христо Ботев - СеверЮжен, ул. „Скопие“ 4004 4, 4004 Пловдив",,,Пловдив,магазин алкохол,
Корнър шоп,0895756490,,", ЦентърРайон Централен, ул. „Гладстон“ 1, 4000 Пловдив",,,Пловдив,магазин алкохол,
DRINK & SMOKE,0877111105,https://www.facebook.com/DrinkSmokeshops,", 4023, ул. „Георги Данчов“ 45A, 4023 Пловдив",,,Пловдив,магазин алкохол,
West Shop,0895911200,,", ж.к. Младежки хълмЗападен, бул. „Пещерско шосе“ 38, 4000 Пловдив",,,Пловдив,магазин алкохол,
VIVA SHOP,0893933206,https://www.facebook.com/share/1DpnCRyrp4/?mibextid=wwXIfr,", Южна промишлена зонаРайон Централен, бул. „Христо Ботев“ 2а, 4002 Пловдив",,,Пловдив,магазин алкохол,
Елит,0887633333,http://www.venigaz.com/,", магазин 6,, бул. „Освобождение“ 39, 4023 Пловдив",,,Пловдив,магазин алкохол,
AMARONE liquor & cigar boutique,0882021912,http://www.amarone.bg/,", Западна промишлена зонаЗападен, ул. „Перущица“ 65, 4002 Пловдив",,,Пловдив,магазин алкохол,
Mikandi IQOS Partner,,,", TsentarPlovdiv CenterРайон Централен, бул. „6-ти Септември“ 112, 4000 Пловдив",,,Пловдив,магазин алкохол,
Rakija station,0876534543,https://www.instagram.com/rakija_station_plovdiv?igsh=cWdsOWFzYnZ5ZDl5&utm_source=qr,", KapanaPlovdiv CenterРайон Централен, ул. „Евлоги Георгиев“ 1, 4000 Пловдив",,,Пловдив,магазин алкохол,
Фантаcтико Ф25,0894777391,http://fantastico.bg/,", София център, ул. „Бузлуджа“ 50, 1463 София",,,Пловдив,магазин алкохол,
Drink&Smoke non stop shop,0877111105,,", 33, бул. „Освобождение“, 4023 Пловдив",,,Пловдив,магазин алкохол,
Corner Plus,0898854495,,", Каменица 1Район Централен, 4000, 4023 Пловдив",,,Пловдив,магазин алкохол,
Денонощен магазин Marini - нон стоп,,,", ГагаринСеверен, бул. „Цар Борис III-ти Обединител“ 31, 4180 Пловдив",,,Пловдив,магазин алкохол,
Биротерапия Пловдив / Beertherapy Plovdiv,0896813234,https://www.facebook.com/beertherapyplovdiv/,", ЦентърРайон Централен, ул. „Гладстон“ 5, 4000 Пловдив",,,Пловдив,магазин алкохол,
Mikandi Non Stop IQOS Partner,,,", КършиякаСеверен, пл. „Антон Чехов“ 4, 4000 Пловдив",,,Пловдив,магазин алкохол,
PlovdiverzuM Barstore,0893042446,https://www.facebook.com/beertherapyplovdiv,", ulica, ул. „Доктор Георги Вълкович“ 2, 4000 Пловдив",,,Пловдив,магазин алкохол,
Чочко груп еоод,0892377011,,", с Труд Пловдив, ул. „Константин Нунков“ 7, 4199 Труд",,,Пловдив,магазин алкохол,
Нон Стоп Камела,,,", ж.к. Христо Ботев - ЮгЮжен, ул. „Стефан Стамболов“ 50, 4004 Пловдив",,,Пловдив,магазин алкохол,
Seewines Plovdiv,0882654587,https://seewines.com/,", TsentarPlovdiv CenterРайон Централен, ул. „Княз Александър I-ви“ 45, 4000 Пловдив",,,Пловдив,магазин алкохол,
Тип Топ Фемили Шоп Нон Стоп,0899704004,,", МарашаРайон, Район Централен, бул. „6-ти Септември“ 111, 4020 Пловдив",,,Пловдив,магазин алкохол,
СЪНИ МАРКЕТ,0898604010,http://pingo.bg/,", кв. Хан Аспарух - А9Тракия, бул. „Освобождение“ 29, 4024 Пловдив",,,Пловдив,магазин алкохол,
Елит маркет,,,", Гладно ПолеИзточен, ул. „Септемврийска“ 10-6, 4006 Пловдив",,,Пловдив,магазин алкохол,
Flama Trade - IQOS Partner,0896722018,,", КършиякаСеверен, 4000 Пловдив",,,Пловдив,магазин алкохол,
Garafa Wine Shop,0896642603,http://www.garafa.bg/,", София център, ул. „Цар Шишман“ 18, 1000 София",,,Пловдив,магазин алкохол,
Удобният 2+2 магазин,032398149,,", ж.к. Младежки хълмРайон Централен, бул. „Пещерско шосе“ 28, 4002 Пловдив",,,Пловдив,магазин алкохол,
Нон Стоп Магазин / Bobby s fresh,0877062803,,", Район Централен, ул. „Авксентий Велешки“ 19, 4000 Пловдив",,,Пловдив,магазин алкохол,
Avanti Аванти,0884310523,https://avanti-bg.com/,", Тракия, бул. „Освобождение“ 63, 4000 Пловдив",,,Пловдив,магазин алкохол,
DRINK&SMOKE NON-STOP SHOP,0877111105,http://www.facebook.com/pages/DRINK-SMOKE-non-stop-shop/394383940624051?ref=stream,", Каменица 2Източен, бул. „Източен“ 2, 4017 Пловдив",,,Пловдив,нон стоп магазин,
SOBRANIE Non-Stop Shop,0877111105,,", КършиякаСеверен, ул. „Васил Левски“ 14, 4003 Пловдив",,,Пловдив,нон стоп магазин,
"NON STOP ""DID 10""",,,", ЦентърРайон Централен, ул. „Съборна“ 3, 4000 Пловдив",,,Пловдив,нон стоп магазин,
NON STOP 365 - IQOS Partner,0893461966,,", ЦентърРайон Централен, бул. „6-ти Септември“ 139, 4000 Пловдив",,,Пловдив,нон стоп магазин,
Нон-стоп Мони,0895558296,,", кв. интернет клуб, ИзгревИзточен, ул. „Герлово“, 4006 Пловдив",,,Пловдив,нон стоп магазин,
Нон стоп The Point,0883354637,,", КършиякаСеверен, пл. „Антон Чехов“ 8, 4003 Пловдив",,,Пловдив,нон стоп магазин,
Non stop shop,,,", ГагаринСеверен, ул. „Стефан и Обрейко Обрейкови“ 9, 4018 Пловдив",,,Пловдив,нон стоп магазин,
Нон Стоп Нашето Място,0878192030,,", ж.к. Христо СмирненскиЗападен, бул. „Хаджи Димитър“ 32, 4001 Пловдив",,,Пловдив,нон стоп магазин,
Non-stop Trakia,,,", Тракия, ул. „Димитър Ризов“ 194, 4023 Пловдив",,,Пловдив,нон стоп магазин,
NON STOP Александър Стамболийски,0882401191,,", ж.к. ЮженЮжен, бул. „Александър Стамболийски“ 81a, 4004 Пловдив",,,Пловдив,нон стоп магазин,
Магазин NON STOP,,,", ж.к. Младежки хълмРайон Централен, бул. „Пещерско шосе“ 2, 4000 Пловдив",,,Пловдив,нон стоп магазин,
Non-Stop,,,", ИзгревИзточен, ИзгревИзточен, ул. „Острец“ 1, 4006 Пловдив",,,Пловдив,нон стоп магазин,
Stop&Shop,0896131033,,", кв. Капитан Бураго - А7Тракия, ул. „Съединение“, 4000 Пловдив",,,Пловдив,нон стоп магазин,
Non Stop Oringe County,0876104111,,", МарашаРайон Централен, ул. „Янко Сакъзов“ 35, 4020 Пловдив",,,Пловдив,нон стоп магазин,
Магазин STOP & SHOP,0896131033,https://m.facebook.com/%D0%9C%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD-JOY-1679195458969895/?ref=bookmarks,", ж.к. ЮженЮжен, ул. „Братя Шкорпил“ 15, 4000 Пловдив",,,Пловдив,нон стоп магазин,
Майна Stop - Каменица,,,", Каменица 2Източен, ул. „Лев Толстой“ 8Б, 4017 Пловдив",,,Пловдив,нон стоп магазин,
Non-Stop Kapancheto(downtown edition),0898957369,https://www.facebook.com/nonstopkapanchetotunela,", КапанаРайон Централен, бул. „Цар Борис III-ти Обединител“ 60, 4000 Пловдив",,,Пловдив,нон стоп магазин,
“Doppio” Tobacco and coffee shop,,,", ЦентърРайон Централен, ул. „Иван Вазов“ 36А, 4000 Пловдив",,,Пловдив,tobacco shop,
Casa del tabaco,0898618921,,", улица „Опълченска“ 1, бул. „6-ти Септември“ 177, 4000 Пловдив",,,Пловдив,tobacco shop,
Non Stop Djumaya,0877724433,https://www.facebook.com/djumaqNstop?hc_ref=ARR_Ml6j-plAJLk_IjwdZtDnVhzYKAlfxayplHapKtWLyoVl0V7EQjuCf7eUlpkud8I&fref=nf&__xts__[0]=68.ARAfGJ1eQ1TxeCuO7TV63Bv2huK4mDlih1NAdf4Im_NyFpw6F6705usYwrkVzcPSDXba0XDGaZxczQPs2XTlpc87BFgQRA1zsGQz7MM5mahdEEiFpD_NNPa3AGkLZABGg5ZIbGTcWl4xoTvKaiXmzdHeYkisBIQuZ56F2X_7AFWo09UrvE_D0ggtwxtb4cj8p1tUu6wgTXnc8a68tMyp3uGdREzzKubGTLfF4NscIJeB8uvuT7cxxldNAaFOQCQ0Hw9SL5O1TqLkw_738K7zL_o5BYE,", КапанаРайон Централен, ул. „Железарска“ 5, 4000 Пловдив",,,Пловдив,tobacco shop,
"Магазин Tepeto Shop (IQOS PARTNER) - Coffee, Bakery, Cigarettes and More",0890242626,https://www.instagram.com/tepetoshop/,", ЦентърРайон Централен, улица. „Любен Каравелов“ 4, 4002 Пловдив",,,Пловдив,tobacco shop,
Bar Box coffee & more,,,", кв. Панайот Волов - А2Тракия, жк Тракия 330А, 4023 Пловдив",,,Пловдив,tobacco shop,
CORNER SHOP,,,", ж.к. ЮженЮжен, ул. „Асен Христофоров“ 2, 4004 Пловдив",,,Пловдив,tobacco shop,
Shop Под Тепето,,,", ЦентърРайон Централен, ул. „Генерал Гурко“ 25, 4000 Пловдив",,,Пловдив,tobacco shop,
Магазин Balera,0878560704,http://www.facebook.com/Balera2017,", ж.к. Христо Ботев - ЮгЮжен, ул. „Коматевско шосе“ 33, 4004 Пловдив",,,Пловдив,tobacco shop,
КАЛИМАН КАРИБЕ,029531180,https://kalimancaribe.com/bg/,", кв. Манастирски ливади, бул. „България“ 118, 1618 София",,,Пловдив,tobacco shop,
BANDEROL - COFFEE & TOBACCO & ALCOHOL,0877077376,,", ЦентърРайон Централен, бул. „6-ти Септември“ 144a, 4000 Пловдив",,,Пловдив,tobacco shop,
Табако Трейдинг Интернешънъл България ЕООД,029557403,http://ttibulgaria.com/,", кв. Овча купел, ул. „Ангелов връх“ 22, 1618 София",,,Пловдив,tobacco shop,
Колежа шоп,,,", Каменица 1Район Централен, бул. „Източен“ 43, 4000 Пловдив",,,Пловдив,tobacco shop,
Notino Sofia,024928311,https://www.notino.bg/lichna-kolektsiya/sofia-paradise-center/,", Paradise Center, Хладилника, бул. „Черни връх“ 100, етаж -1, 1407 София",,,Пловдив,tobacco shop,
Parfum.bg®,0897849950,https://parfum.bg/,", София център, бул. „Янко Сакъзов“ 30, 1504 София",,,Пловдив,tobacco shop,
Капана кофи енд фреш,0895011573,,", КапанаРайон Централен, бул. „Цар Борис III-ти Обединител“ 64, 4000 Пловдив",,,Пловдив,tobacco shop,
Гроздов пазар маркет,0877976899,https://www.facebook.com/profile.php?id=61561470650860,", ЦентърРайон Централен, пл. „Гроздов пазар“ 3, 4000 Пловдив",,,Пловдив,tobacco shop,
G-point (Street Coffee Spot),,,", Център, ул. Цар Иван Асен II 13, 4230 Асеновград",,,Пловдив,tobacco shop,
DOUGLAS 8 BULGARIA MALL,0886698139,https://douglas.bg/?trac=DO_BG.16.OPM.Uberall%2FGMB..BG_D08_Bulgaria_Mall_Sofia....,", Bulgaria Mall, кв. Манастирски ливади, бул. „България“ 69, 1404 София",,,Пловдив,tobacco shop,
Pamuk Shisha,0899293246,,", КършиякаСеверен, ул. „Васил Левски“ 11, 4000 Пловдив",,,Пловдив,tobacco shop,
18PLUS BAR & LOUNGE,0883342323,,", Тракия, бул. „Освобождение“ 89, 4023 Пловдив",,,Пловдив,tobacco shop,
Tobacco Trade,032942126,https://tobaccotrade.bg/en/contacts-en/,", Северна промишлена зонаСеверен, ул. „Брезовско шосе“, 4003 Пловдив",,,Пловдив,tobacco shop,
IQOS Щанд Plovdiv Plaza,080040004,https://bg.iqos.com/bg,", КазармиИзточен, ул. „Д-р Георги Странски“ 3, 4000 Пловдив",,,Пловдив,tobacco shop,
Perfumes from Dubai,0884976193,https://perfumesfromdubai.com/,", София център, ул. „Пиротска“ 54, 1303 София",,,Пловдив,tobacco shop,
"Kaufland Пловдив-Тракия, Освобождение",080012220,https://www.kaufland.bg/?cid=BG:loc:google_1627538199456,", Тракия, бул. „Освобождение“ 47, 4023 Пловдив",,,Пловдив,tobacco shop,
IQOS Щанд Мол Пловдив,080040004,https://bg.iqos.com/bg,", ж.к. Младежки хълмЗападен, ул. „Перущица“ 8, Ниво 1, 4002 Пловдив",,,Пловдив,tobacco shop,
Arcane Hookah Bulgaria Shisha Shop,0887285848,https://kupisinargile.bg/,", Каменица 1Район Централен, ул. „Света Петка“ 12A, 4000 Пловдив",,,Пловдив,tobacco shop,
Toufik,,,", g.k. Hristo Botev-NorthYuzhenЮжен, ул. „Прилеп“ 3, 4030 Пловдив",,,Пловдив,tobacco shop,
Лайф КМ,,,", кв. Захари Зограф - А11Тракия, жк Тракия 49, 4023 Пловдив",,,Пловдив,tobacco shop,
Shop 777,,,", КършиякаСеверен, бул. „България“ 63, 4003 Пловдив",,,Пловдив,tobacco shop,
Табако Трейд Пловдив ООД,032961952,,", пловдив ул.брезовски шосе 135, 4000",,,Пловдив,tobacco shop,
Diamonds Drinks & Tobacco,0889820547,https://instagram.com/diamonds_drink_tobacco?igshid=MGNiNDI5ZTU=,", кв. Възрожденци, бул. „Христо Ботев“ 67, 6609 Кърджали",,,Пловдив,tobacco shop,
M Tobacco LTD.,032642441,http://www.mtobacco.bg/,", ЦентърРайон Централен, ул. „Младежка“ 26, 4002 Пловдив",,,Пловдив,tobacco shop,
Tobacco Drinks,,,", ЦентърРайон Централен, ул. „Емил Де Лавеле“ 2, 4000 Пловдив",,,Пловдив,tobacco shop,
Атанас,0899186774,,", 866 49, 4210, Център, Стамболийски",,,Пловдив,tobacco shop,
KT INTERNATIONAL SA,032623449,http://www.ktinternational.eu/,", Северна промишлена зонаСеверен, ул. „Рогошко шосе“ 1, 4003 Пловдив",,,Пловдив,tobacco shop,
Jack Market,,,", Габрово Център, E85 6, 5300 Габрово",,,Пловдив,tobacco shop,
DOUGLAS 7 MALL MARKOVO TEPE,0884781963,https://douglas.bg/?trac=DO_BG.16.OPM.Uberall%2FGMB..BG_D07_Mall_Markovo_Tepe_Plovdiv....,", Mall Markovo Tepe, ЦентърРайон Централен, бул. „Руски“ 54, 4000 Пловдив",,,Пловдив,tobacco shop,
The Z Wine,0899800911,https://thezwine.com/,", Каменица 1Район Централен, бул. „Христо Ботев“ 99, 4000 Пловдив",,,Пловдив,alcohol shop,
INTERVINO FINE WINE & SPIRITS,0889216600,http://intervino.bg/,", ЦентърРайон Централен, ул. „Екзарх Йосиф“ 16, 4000 Пловдив",,,Пловдив,alcohol shop,
Craft Time 73/83,0893028102,,", Craft Time 73/83, ул. „Абаджийска“ 8, 4000 Пловдив",,,Пловдив,alcohol shop,
Barrel Wine Corner,0897921882,https://www.facebook.com/profile.php?id=100092577691790,", КапанаРайон Централен, ул. „Абаджийска“ 4, 4000 Пловдив",,,Пловдив,alcohol shop,
В света на бирата,0884320645,https://www.beertime.bg/,", ЦентърРайон Централен, ул. „Отец Паисий“ 17-19, 4000 Пловдив",,,Пловдив,alcohol shop,
Супермаркет Фреш Маркет,0899145612,,", ж.к. Христо Ботев - СеверЮжен, ул. „Гаврил Кръстевич“ 9, 4004 Пловдив",,,Пловдив,alcohol shop,
"Клуб ""Мария Луиза""",0890356394,,", ЦентърРайон Централен, бул. „Княгиня Мария Луиза“ 15, 4000 Пловдив",,,Пловдив,alcohol shop,
Istop Shop,0876290013,http://www.istopmasashi.com/,", Северен, бул. „България“ 108, 4003 Пловдив",,,Пловдив,alcohol shop,
"Бар ""Железарията""",0886546392,http://www.kapanabar.com/,", КапанаРайон Централен, ул. „Георги Бенковски“ 22, 4000 Пловдив",,,Пловдив,alcohol shop,
"Супермаркет ""Лекси""",032397480,http://leksi.eu/,", Западна промишлена зонаЗападен, бул. „Пещерско шосе“ 78, 4001 Пловдив",,,Пловдив,alcohol shop,
"Супермаркет""ФРЕШМАРКЕТ""",0894337062,,", ж.к. Христо Ботев - ЮгЮжен, ул. „Силиврия“ 15А, 4004 Пловдив",,,Пловдив,alcohol shop,
Йегершоп,0885606022,,", кв. Хан Аспарух - А9Тракия, бул. „Освобождение“ 31, 4024 Пловдив",,,Пловдив,alcohol shop,
Супермаркет Primo,0878275429,,", Каменица 1Район Централен, ул. „Иларион Макариополски“ 31а, 4000 Пловдив",,,Пловдив,alcohol shop,
Лекси,032398001,http://leksi.eu/,", Северен, бул. „Марица“ 19, 4003 Пловдив",,,Пловдив,alcohol shop,
Супермаркет Стопчето,0895646229,,", Тракия, ул. „Георги Данчов“ 16, 4023 Пловдив",,,Пловдив,alcohol shop,
Билла 324,032202030,https://www.billa.bg/,", КапанаРайон Централен, ул. „Райко Даскалов“ 8, 4000 Пловдив",,,Пловдив,alcohol shop,
Бирария Jägerhof - Пловдив,0885206666,https://jagerhof.bg/hausbrauerei/,", кв. Хан Аспарух - А9Тракия, ул. „Съединение“ 4, 4023 Пловдив",,,Пловдив,alcohol shop,
Фрешмаркет Свобода,,,", ЦентърРайон Централен, бул. „Свобода“ 20, 4002 Пловдив",,,Пловдив,alcohol shop,
Coffee&Gallery Cu29,0889342518,http://cutwentynine.com/,", КапанаРайон Централен, ул. „Христо Дюкмеджиев“ 24, 4000 Пловдив",,,Пловдив,alcohol shop,
Роял-обект предлага IQOS,,,", ЦентърЗападен, бул. „6-ти Септември“ 33А, 4002 Пловдив",,,Пловдив,alcohol shop,
CoolDown,0878333969,http://cooldown.bg/,", ЦентърРайон Централен, ул. „Гладстон“ 1, 4000 Пловдив",,,Пловдив,alcohol shop,
Слънчеви лъчи,032393181,,", ж.к. Христо Ботев - ЮгЮжен, бул. „Никола Вапцаров“ 23, 4004 Пловдив",,,Пловдив,alcohol shop,
Nak Market,0897062353,https://nakmarket.bg/,", ж.к. Христо Ботев - ЮгЮжен, ул. „Македония“ 99, 4004 Пловдив",,,Пловдив,alcohol shop,
"Супермаркет - ""Прима""",0876515564,,", ЦентърРайон Централен, ул. „Кавала“ 6, 4002 Пловдив",,,Пловдив,alcohol shop,
T MARKET,070070171,http://www.tmarket.bg/,", 16, Каменица 1, улица „Капитан Райчо“ 32, ет.1, 4000 Пловдив",,,Пловдив,alcohol shop,
БГ Супермаркет,086391206,,", Тракия, бул. „Цариградско шосе“ 102, 4019 Пловдив",,,Пловдив,alcohol shop,
БББ,0893301586,,", ж.к. Христо Ботев - СеверЮжен, ул. „Пере Тошев“ № 1, 4030 Пловдив",,,Пловдив,alcohol shop,
Котка и Мишка,0878313995,http://catandmouse.bg/,", КапанаРайон Централен, ул. „Христо Дюкмеджиев“ 14, 4000 Пловдив",,,Пловдив,alcohol shop,
"Kaufland Пловдив-Христо Ботев, Юг",080012220,https://www.kaufland.bg/?cid=BG:loc:google_1627538199456,", ж.к. Христо Ботев - ЮгЮжен, ул. „Македония“ 97B, 4000 Пловдив",,,Пловдив,alcohol shop,
BENDIDA enotheka & wine shop,0889555622,http://bendida.eu/,", кв. Младежки ХълмРайон Централен, ул. „Дружба“ 15, 4002 Пловдив",,,Пловдив,вино магазин,
Винарко ЕООД Магазин Винарко,0876334438,https://vinarko.com/,", ЦентърРайон Централен, бул. „Копривщица“ 34, 4002 Пловдив",,,Пловдив,вино магазин,
"Магазин за деликатеси и вино ""Гастрономъ - Кючукъ Парижъ""",,,", ж.к. Христо Ботев - СеверЮжен, ул. „Даме Груев“ 27А, 4030 Пловдив",,,Пловдив,вино магазин,
ВИНАРНА ИЗБА ЯМАНТИЕВИ,032652028,http://yamantievs.com/,", ЦентърРайон Централен, ул. „Райко Даскалов“ 72, 4000 Пловдив",,,Пловдив,вино магазин,
Villa Yustina Shop,0882626668,http://villayustina.com/,", Северна промишлена зонаСеверен, ул. „Брезовско шосе“ 176, 4003 Пловдив",,,Пловдив,вино магазин,
Chasha Space,,,", ЦентърРайон Централен, ул. „Бетховен“ 12, 4000 Пловдив",,,Пловдив,вино магазин,
Вила Винифера,0888495747,http://www.villavinifera.com/,", Западна промишлена зонаЗападен, бул. „Свобода“ 69, 4001 Пловдив",,,Пловдив,вино магазин,
Amo La Vita магазин и вино-бар Мол Марково Тепе,0884912207,http://www.amolavita.bg/,", ЦентърПловдив ЦентърРайон Централен, бул. „Руски“ 54, 4002 Пловдив",,,Пловдив,вино магазин,
Delice Wines - Магазин за френско вино,0877883217,,", ж.к. Христо Ботев - ЮгЮжен, ул. „Петрова нива“ 64, 4004 Пловдив",,,Пловдив,вино магазин,
Хемитрейд,032651771,https://www.chemietrade.net/,", Пловдив-запад 258В, ул. Пловдив-Запад 258 В, 4004 Пловдив",,,Пловдив,вино магазин,
АРОМАКС-Д.РУСЕНОВ,032968091,,", Пловдив, ул. Полк.С.Муткуров 87",,,Пловдив,вино магазин,
Винарска изба Козя Грамада - Магазин за вино,0878101078,https://www.kozyagramada.com/,", Kamenitsa 1Plovdiv Center, улица „Капитан Райчо“ 50, 4000 Пловдив",,,Пловдив,вино магазин,
Dali Vino Plovdiv,0894377916,http://www.dalivino.bg/,", Мол „Марково тепе“, ЦентърРайон Централен, бул. „Руски“, 4002 Пловдив",,,Пловдив,вино магазин,
Vino Arte,,,", ЦентърРайон Централен, бул. „6-ти Септември“ 86, 4002 Пловдив",,,Пловдив,вино магазин,
Бар САМАР,0877585254,https://www.facebook.com/share/18iABcEhjf/?mibextid=wwXIfr,", срещу входа на Технически университет - филиал Пловдив, ЦентърРайон Централен, ул. „Цанко Дюстабанов“ 25, 4000 Пловдив",,,Пловдив,вино магазин,
Равдина Винена логистика.плодови Вина,0876529552,,", 4000, ул. „Георги С. Раковски“ 31, 4000 Пловдив",,,Пловдив,вино магазин,
BOUTIQFOODS,0876286619,http://www.boutiqfoods.bg/,", ЦентърРайон Централен, бул. „6-ти Септември“ 110 А, 4002 Пловдив",,,Пловдив,вино магазин,
"Kasapi Steakhouse - Ресторант ""Касапи""",0897777355,https://www.kasapi.bg/,", КоматевоЮжен, ул. „Коматевско шосе“ 141, 4016 Пловдив",,,Пловдив,вино магазин,
Торро Гранде,0885399939,http://www.torrogrande.com/,", Каменица 1Район Централен, улица „Капитан Райчо“ 66, 4000 Пловдив",,,Пловдив,вино магазин,
СандъкЪ Whisky & Gin bar,0888938075,https://facebook.com/whiskybarsandak/?locale2=bg_BG,", КапанаРайон Централен, ул. „Кирил Попов“ 1, 4000 Пловдив",,,Пловдив,вино магазин,
